Review,label
Bruh how many ads will they play I already got 8 ads stop playing ads ðŸ˜’,NEGATIVE
App is loading very slow. Using Samsung Galaxy S22 Ultra.,NEGATIVE
"I can't play just one song, it forces me to play an entire playlist. This app is just too complicated",NEGATIVE
Hi to all of you music lovers and the creators. To the second ones why are you getting so lazy in some of the trucks u come a cross some songs have only 2 words some times 4 some of you are getting lame and lazy. To the Spotify who ever you pay for the trucks made like that I wouldn't pay them for being not creative and lazy and counting on easy money. It would be good if you reject such lame songs who are just cra..p,NEGATIVE
"Its fine. I guess... I cant even listen to my fav song properly anymore, the â€œhidden songsâ€ feature is just so SO bad. I don't know if its an update or what. The songs in my playlist dont even show up the same anymore. And it can even play in the order i want it in. When you play it, it instantly shuffles. And its VERY VERY annoying ESPECIALLY if you want to just listen to the songs you want WITHOUT other songs intterupting it. Id rate this app better if i could disable this hecking stuff.",NEGATIVE
App isn't working.I uninstalled and installed the app but can't login.songs just play for 9 second and app stops working.,NEGATIVE
It is super app for slow mind leaning. ðŸ˜‡ðŸ’™ðŸ¤â¤ ðŸ”ŠðŸ’¯âœ¨ï¸â„ï¸ðŸ‘ŒðŸ¼. ðŸ¥³ðŸ¥³ðŸ¥³ ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž sometimes.ðŸ˜”ðŸ˜”ðŸ˜”ðŸ˜”ðŸ˜” sometimes ðŸ¥³ðŸ¥³ðŸ¥³ðŸ¥³ðŸ¥³ in the head âš¡ï¸âš¡ï¸âš¡ï¸ music. an life vary good by. Music and it is very. Important app. For happiness. ðŸ”ŠðŸ”ŠðŸ”Š. âœ¨ï¸âœ¨ï¸âœ¨ï¸. ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯. ðŸ¤©ðŸ¤©ðŸ¤©. It is an great app. ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°. To make you're life happy. By praveen. Kp,POSITIVE
Whenever I try to listen songs it's exits me out of app. I tried different network connections . I uninstalled app and install it again but nothing works. And it just got me irritated while listening songs .,NEGATIVE
Very good...I don't regret downloading the app,POSITIVE
Limited song shows up in the list when accessing Spotify through Android Auto.,POSITIVE
Haven't been able to use it on mobile for a week since the last update!,NEGATIVE
It's decent.. Much Much better on a computer..,POSITIVE
"It's not just good, it improves permanently offering new super options. I love it",POSITIVE
Spotify is amazing!!! Tho i dont use the premium one but im sure thats cool too!,POSITIVE
"There are no ads, good!. Can be used in other apps, good! Can be listened while sleeping too ðŸ˜´",NEGATIVE
opened to listen to music and it played 2 straight minutes of ads before i listened to 1 second of music.,NEGATIVE
"This app totally sucks, i only have it 2days in my phone and now i hate it.whenever i play a song i lt automatically shuffles the song.",NEGATIVE
THE UPDATE WAS SO HORRIBLE i cant even listen song what i want AND THE FACT THAT EVERYTIME I NEXT THE MUSIC IT ASK ME TO BUY PREMIUM WHAT ARE WE YOUR WALLET? This is so bad the last one is good not the new one so horrible and bad i cant even listen music what I wanted this is not what i want,NEGATIVE
I would give 5 stars if you did not have to pay to download songs I think is dumb. I can download stuff for free on Amazon music but you don't have a selection so I can give one up I gusse but if you don't go offline allot then it's great but I do less than most but that's my take.,POSITIVE
Extremely glitchy and annoying for a paid service. Biggest problem is it resets to the beginning of the JRE podcast after the ads in the middle. Still very glitchy!!,NEGATIVE
This song is so nice 10/10 I love it,POSITIVE
"I'm enjoying it, this app is like a part of my life without it i cannot understand how will I even survive in this world- too dramatic wow",POSITIVE
"It keeps closing when i press play. Very disappointed. Tried everything from reinstalling to signing out, didn't help .",NEGATIVE
"Spotify is the glitchiest app on my phone - it turns itself off mid-song, and needs resetting all the time because the interface malfunctions. And I pay for it every month!",NEGATIVE
15 ADS IN A ROW!! If I have to sit through that much I should be able to listen to my playlists.,NEGATIVE
My Spotify app is closing automatically when I open and playing the song WT should I do now,NEGATIVE
Im on premium but ever since it updated I cannot access spotify on lock screen while playing. Its tedious to open my phone just to switch the song ðŸ˜© please fix it,NEGATIVE
Make it so either there is no recommend songs or make it so they won't play the songs it recommend(I forgot how to edit reviews so I deleted and remade),NEGATIVE
Spotify is an awesome music and podcast app. I have got every song that I have searched for.,POSITIVE
"Great app! But it keeps playing different songs everytime I play a specific song. Honestly, it ruined the whole experience for me. Deleting this app until they make some changes.",NEGATIVE
"App not working on Airtel fiber , have to turn on mobile data",NEGATIVE
"Music app that is easy to listen to and fun, I've been using this app for a long time and so far I haven't had any problems. Premium options are really profitable if you is a true music listener!",POSITIVE
I mean the app is not bad but the annoying thing is it keeps automaticly turning off everytime I play or open an app so yea ðŸ‘Ž,NEGATIVE
"Don't show plan expiry warning and remove all downloaded songs. I was listening my songs and I heard add and I got to know that my 1 year plan has expired, I renewed it but all downloaded song were gone. Spotify should lock these song or show option to clean. It's second time it's happening if it's happen during travelling or in journey then it's hit differently. So please make this option. Where it can keep our downloaded songs, and give us option to delete until set lock on them.Thank you.",NEGATIVE
I personally think there are so many ads and it make the listener irritative. I'm not a premium member but still....,NEGATIVE
It's a really good music app and Injoy it alot and it always has new music every week for u to listen to.,POSITIVE
"At least one bug problem, I play my liked songs but it jumped into another playlist randomly",NEGATIVE
Excessive ads Completely punishing amount of ads. 5x 30-45 second long ads for 2 songs then 3 more 30 second ads. Premium is cool and all but you shouldn't have to be forced to buy it unless you want a 3/4 ad based playlist. Never buying premium again. This ladies and gentlemen is ad blinding 101.,NEGATIVE
App getting crashing when playing a song in Vivo v20 please check the issue...,NEGATIVE
This is a really good music platform and even without premium you don't get that much ads. The music is sooo good tho â™¡â™¡â™¡,POSITIVE
I Couldn't access Spotify when I'm using mobile data. Its showing offline whenever I tried to search or play music and this is happening for a month. I thought it was my data problem but It wasn't. I'm really starting to hate this app!!!,NEGATIVE
I can't use this app and it has so many bug after updating pls fix it whenever I play song it doesn't play and it send back to homepage pls resolve this issue.,NEGATIVE
Optimum sound quality.,POSITIVE
So bugged. Been bugged since I've used it for years. Have to uninstall and reinstall at least once a week to fix certain issues,NEGATIVE
When i open the app it's automatically closing,NEGATIVE
I really love the computer version of this app but on phone or any mobile device the app is completely garbage I went to go and listen to music but first I had to listen to 2 minutes of adds just great and I cant listen to a song of my choice I search without premium this app is a complete waste of time and storage unless you want to pay for music each month,NEGATIVE
I'm so pissed that there isn't an easy way to get ahold of Spotify. So I'm just gonna leave them a bad review because I took off my payment method from last month and they still charged me this month!!! I want to dispute it ASAP!!!!,NEGATIVE
"Idk why but since past week I'm having issues with playing any song, i can't even play one random song with premium.",NEGATIVE
"2 songs at most before on average 3-5 adds in a row, than you can't pick a specific song you want to listen to, it's a random choice not what you want, the only good thing that this has between the other versions is you can have a quick listen instead of playing the whole song and making daily mix give you dumb songs",NEGATIVE
I love this damn app till the end of time.,POSITIVE
please make it available for through prepaid payment so that easier for those who don't have credit card especially student like me. over all its super good and working just fine for me.,POSITIVE
Only played rubbish suggested songs on my playlist and I don't even know what the original songs I picked were now even with the setting off! Also gave me adverts after every song! DO NOT GET!!!,NEGATIVE
"I always hook up my phone to the Xbox so I can listen through my headphones as I play but the problem is that I have it set to full volume and it's still quiet. I tried seeing if there was any settings I could use to change this but it's only on mobile, not Xbox",NEGATIVE
Giving 4 start Bcoz i didn't found all the songs which I wanted. But overall best app for songs and clearity of the songs is awesome.. Premium membership is too good.,POSITIVE
"I think overall the app is fine and I use it often. But I have a few things I would like added, such as the ability to loop on mobile and play just one song without shuffle. Thanks!",POSITIVE
It is very good as long as it is free.,POSITIVE
It's so cool because I can listen to my favorite songs and make our own Playlist,POSITIVE
"Right after the update, the pp begins to act poorly. It crashes everytime I try to play a song. Please fix this issue.",NEGATIVE
"Brilliant, easy to use and has a wide range of songs",POSITIVE
Spotify knows what you want to listen to. It just plays that. Caution: Spotify addiction may cause insomnia.,NEGATIVE
The song collection needs to be increased by love the quality,NEGATIVE
Doesn't always work through my car play system. Very frustrating. Especially noticeable in the last couple of weeks,NEGATIVE
"Ok. All i have to say. Is 7 ads. 7 ads. 7 ads, you literally gave me 7 ads",NEGATIVE
"I loved it It had best experience instead of other applications. But after latest update, When I open it it automatically closes Please fix this quickly as possible......",NEGATIVE
Great as you can select your favourite music,POSITIVE
Great music service plus not taking away sales from else where and very helpful,POSITIVE
"The new update is the worst update ever. I try making a Playlist with only a few songs and Spotify automatically adds songs to the recommendation list, I try getting rid of them but they won't stop adding. They also got rid of the repeat button for non premium users. I've been with Spotify for about 5 years and now I'm done.",NEGATIVE
Paid for premium and can't play a damn single music. Keeps on crashing after pressing the play button. What an app. Will give zero star if there was an option.,NEGATIVE
"This application USED to be good. For a while now, whenever I play podcasts on my Samsung Galaxy phone, the audio will randomly stop after a few minutes of playing. It also has weird bugs where it doesn't show ti be playing a song, but the audio is coming through. Very disappointing how this app has fallen from being benchmarking, in my opinion.",NEGATIVE
"Why i can't play my Spotify?? When i try to play, it will auto close.. try to log in back, still not working.. also reinstall, also not working... Can u guys fix the problem... ðŸ¥º",NEGATIVE
When I try to play a song it automatically closes..what the hell is wrong with this app..uninstall and still the sameðŸ¤¦,NEGATIVE
I can listen to my song with out and problems love this app,POSITIVE
FIX THE SHUFFLE also pretty good there a bit to many ads though. E,POSITIVE
Very easy to use good quality music,POSITIVE
Awesome Sauce!!! Highly recommend!!! No Commercials!!!!,POSITIVE
"Overall, this app has been wonderful except since the latest download. I can no longer play song samples to see if it's a song I recognize. Very poor decision to take away this feature.",NEGATIVE
Its good until it stops giving you the 30 minutes ad free,POSITIVE
"It's a good app, but all the sudden when I'm listening to podcasts here lately, it's been jumping to the next episode on its own, and I'm having to go back to the previous episode and find my place. It's getting old because it just does it randomly.",NEGATIVE
Great until you can't go two songs without five ads.,POSITIVE
Able to get into other apps whilst listening to musicðŸ‘Œ,POSITIVE
Not working...before 2 days stop working and not sign up,NEGATIVE
After last update the app is crashing if i press play button and i saw many people facing same issue and they posted in Spotify community and it works fine when I install previous versions .,POSITIVE
"It was crashing when I want to play a song in the Spotify App. I didn't face any issues , but from two days I facing this issue please fix it. Almost I am using it from two years. Please fix it",NEGATIVE
I give one star only because mugamoodi movie songs and dheena movie songs are not added.,NEGATIVE
Spotify was okay a month ago but the recent update just sucks. It'll just randomly stop in the middle of a song and i have to go back to play it again. PLEASE FIX THIS ISSUE!!!,NEGATIVE
"App is crashing a lot , unable to use it.",NEGATIVE
It's an amazing experience I am used so many apps but this one is just super,POSITIVE
little bugs like sometimes song doesn't get played and get stopped after 9 sec of playing.,NEGATIVE
"I liked the app a lot and use it for over two years now. But since the update it isn't fun to use at all anymore. Music stops as if I don't have connection, after a restart it is OK for a moment. Player doesn't open as usual, no way to pause, skip or to set up up the sleep timer. Sometimes it works after restarting, but now it doesn't work at all. I'm gonna cancel my subscription till this problem is solved.",NEGATIVE
"The app is amazing, except for one thing. When I make a Playlist, it adds random songs to it. There's no setting to turn this off either. If I want a Playlist containing songs I like, I don't want random songs I may find inappropriate added to the Playlist. Don't tell me to get premium either, it's absurd to force extra content onto someone. Premium should be to add content, not removing forced content. Other than that, I guess it's ok...",POSITIVE
Really nice music through this App.,POSITIVE
Would be 5 stars but Spotify keeps adding annoying songs to my playlist I dont like and wont let me remove them.,NEGATIVE
Used to be a 5 star review but no 2 star.. I bought premium because I was leaving for the summer and now offline music DOESNT WORK.. fix this please,NEGATIVE
"Spotify is an excellent app, but payment is difficult in my region ðŸ¥º. A lot of us in Nigeria can't pay for subscription because it doesn't accept our cards. Helppppp! I'm gonna cry if I lose my music.",NEGATIVE
Nice and easy to use.,POSITIVE
"Great up until a few weeks ago, everything pauses randomly.",NEGATIVE
It's good although the ads are sometimes annoying but overall it's a good experience,POSITIVE
"Ridiculous! I am logging in with an old account of mine but after logging in, only Spotify logo coming on screen instead of my account... Please help me out with a solution,how to fix this glitch or bug?",NEGATIVE
Music is not playing. when ever I try to play Songs app is getting closed automatically,NEGATIVE
I need to cancel this app please give me link so I can cancel my member this app so poor not many song like I use with YouTube music,NEGATIVE
When I open this app and play the music suddenly closed the app,NEGATIVE
Thi app suck Im putting my real birth and date it won't work thi app sucks!!!!! ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ–•ðŸ–•ðŸ–•,NEGATIVE
Why is it soo hard to log in?,NEGATIVE
"Idk why but whenever i play something the app just crashes. I've tried restarting my phone, even uninstalling and reinstalling the app nothing seems to work",NEGATIVE
The app is not working on mobile data. Even though the connection is very good. Please help. Thankyou.,NEGATIVE
My spotify app is always crashing. I can't play even a single song. Someone please look into this.,NEGATIVE
Great music where and when I want it !!!,POSITIVE
I've been so much inspired in the next few months I have been listening to the Spotify. Thanks,POSITIVE
Love the way you can add different playlists. definitely a good music app.,POSITIVE
Amazing experience. All tyoes of songs available. Love it...,POSITIVE
Tbh I want to give 5 for experience but as for the play list discover weekly it never seems to update on time and never has songs that are based on your interests,NEGATIVE
It's good when it plays a full song with pauseing,POSITIVE
Malfunctions all the time. 1) have to force stop all the time since pause button disappears 2) sometimes just stops altogether 3) sometimes stops mid podcast and starts an entirely different one Awesome stuff. Fix it maybe?,POSITIVE
ðŸŒ¸I can listen to all the music I like with no trouble ðŸŒ¸,POSITIVE
I love it no adds and you can listen to favorite songs on different apps so very highly recommended,POSITIVE
Really a good app for listening to music,POSITIVE
"They tricked me very well, they drugged me with so much selections, then they dropped me while i wanted to listen too my choice, then a whole bunch of advertising",NEGATIVE
"Still a bit glitchy, but working much better! Great app.",POSITIVE
This app won't let me play the song that I chose. It plays random song no matter what I chose. DON'T INSTALL AND LOOK FOR OTHER MUSIC APP.,NEGATIVE
Please fix the latest update. I cannot play any song. It keeps on crashing once I click play button. Device: VIVO V21 Location: PH,NEGATIVE
Trash app all I listen whole day is just add,NEGATIVE
When I am playing a aong it always crashes.,NEGATIVE
Love the playlist that ya'll put together!,POSITIVE
Ads are definitely a little aids but it's better than everything else.,POSITIVE
"Since my phone did an update in early May (Samsung A20) Spotify won't work. I've already contacted Spotify and they claimed they'd work on it. But it's been a month, still no fixes. Cannot use the Spotify app, nothing plays, my Playlist is gone.",NEGATIVE
"Premium is great, I really recommend getting it, makes listening to your music fun and easy, never had any problems with premium either.",POSITIVE
"Holy Skynet Batman! I was listening to Spotify yesterday and turned it off after an hour or so. Then today I was listening to a rough recording I just made of a piano arrangement I'm working on, turned that off, and Spotify kicked back in right where I turned it off yesterday. The app was not even in use, it just decided to do that even though it was supposedly off. I couldn't find a way to turn it off, so I rebooted the phone and it came right back. Whose damn device is this anyway?",NEGATIVE
It's a very good app. 4 stars cause nothing is really perfect in world,POSITIVE
"Mobile version for free is pretty awful but as soon as I got a job I was able to pay for the student plan and it's great. I love the local files features, I learned to create folders so I can easily organize all my playlists and the UI is easy to understand",POSITIVE
"What happened. Use to be good now it crashes, doesn't even play whole songs and I'm a premium subscriber. Now the price has increased, will be un subscribing soon",NEGATIVE
This app was great when I first downloaded it but this new feature that came with the update just proved the negative comments right So y'all are telling me that I can't fast forward more that 6 song or something like that? And on top of that I can't even choose a specific song from an album which makes absolutely no scense,NEGATIVE
"I've been uninstall & reinstall this app for more than 10x, always auto close & back to my home screen, use the app for pc & phone, this problem only occur on my android phone, please do something otherwise i'll unsubscribe.",NEGATIVE
"So far, in 30 minutes, I have not heard a single song from MY 20 song playlist. It's all the stupid suggested songs. DO NOT GET THIS, PANDORA IS WAY BETTER",NEGATIVE
Queue doesn't work sometimes. Oftentimes the control panel doesn't show up on the notification bar. Podcasts don't update regularly. Appears to be programmed by literal infants. Why tf am I even paying 10 bucks for this unreliable buggy mess ?! Edit: New Update came out. Didn't fix a thing. Still terrible. 2nd Edit: New update. Zero fixes. It's getting ridiculous y'all...,NEGATIVE
My extensive down load list replaced my apple playlist and now I'm free from apple and ipods,NEGATIVE
"I tried to listen to anything, let alone just search in the search box, but it constantly said I had no internet connection available, even when connecting to the Wi-Fi, I even turned off mobile data to see if that helped. I couldn't even use the app.",NEGATIVE
"I'm just loving the random crashing and restarts of the app. hey, at least they finally have a sleep timer though. Update: now they moved 'recently played' off the 'home' landing page and stuck it under 'your library'. I hope the brain trust that made that move enjoyed their avacodo toast and soy latte as they pat themselves on the back for that brilliant decision. STOP FUDGING WITH UI AND STICK TO FIXING BUGS!!! Update 05June2022; Recent update has now resulted in even MORE crashes.Awesome job",POSITIVE
"When I first got Spotify it worked absolutely fine, but lately the songs that I have been playing haven't popped into my notifications, so I have to go on to the actual app to pause or skip the song, and sometimes the song randomly stops and I have to go on to the app to play the song again. Does anyone else experience this? It's been really recent for me. Edit: Now my Spotify is working completely fine, don't know what happened though.",NEGATIVE
Definitely the greatest collect of music and awesome podcasts especially Joe Rogan,POSITIVE
Scam it only works if you buy Premium. I search some songs but when I play another songs automatically play. Is this a Bug? Or is just Spotify really just Favored those who in Premiums. æ™ºæ…§,NEGATIVE
"App runs horrible on my S21 Ultra. I've already uninstalled and reinstalled the app multiple times. Honestly hot it because of the 9.99 for 3 months deal, but I don't think I'll be using after this. Constantly passes my podcasts for no reason, so I have to keep going back into the app to resume. I'm a truck driver so this is very annoying, seeing that this is one of my only sources of entertainment for most of the day.",NEGATIVE
"Spotify was the best thing that happen to life. Work and studying are so much easier with spotify, and I have music for every mood Im in, even if Im not awake, and if I need something to fall asleep too, I only hape to press one button.",NEGATIVE
Amazing quality and choice off artists ðŸŽ¨,POSITIVE
I wish the phone app wasn't increase its storage space by itself. I'm not doing anything but app incrase its storage space up to 12 GB.,NEGATIVE
This music is super awesome..,POSITIVE
Literally none of my songs in my playlist are playing its only random songs that I didn't ask to hear i don't wanna hear it just let me listen to what's in my playlist.,NEGATIVE
Recently tried logging back into my account on my phone but was unable to. They would not send me an email or instructions on how to reset my password. There are also way to many adds. The app plays multiple adds in a row and rarely ever gives you an option to get 30 minutes of add-free music. Went ahead and deleted the app and got Pandora.,NEGATIVE
Excellent app. I've never had a single problem with it. I love having millions of songs available at any time. Couldn't live without music and by extension this app. Premium subscriber for the last 4 years and no reason to ever change that thus far.,NEGATIVE
Spotify is good but I only rated four stars because first of all you can only listen to it on one device at a time if you try and open it on more than one device the first device just stops playing. Second of all it glitches a lot if you try and skip a song sometimes it'll go to the previous song and then skip to the one that you wanted to go to and then go back to the first one then go to the one that you wanted to go to and then stay there. But other than that it's really good.,POSITIVE
Love this app. Love my music!,POSITIVE
Keeps crashing on Android before it worked normallly,NEGATIVE
Awesome app for music,POSITIVE
high quality music and a user friendly interface,POSITIVE
Love listening to spotify and podcasts,POSITIVE
I love Spotify but I don't like that after a time limit you have shuffle and I don't like that and I do not want to buy premium.,NEGATIVE
It's really dumb how I can't cancel my premium on the app and the fact that they don't have a call center for help is a big downside since I can't contact them personally to cancel a subscription to an account I can no longer access,NEGATIVE
"I love Spotify ,,,it's my favourite app of all time ðŸ‘",POSITIVE
"i find it stupid that im using spotify premium, yet i have to be connected to the internet in order TO PLAY my DOWNLOADED playlist. it should've been played since the essence of having spotify on premium is to listen to music wherever u are even in the most deserted land. this is just plain disappointment",NEGATIVE
Great sound and the way a person can build a playlist fantastic!!Superb!!,POSITIVE
I love this Spotify I can listen to all my favorite music all day ðŸ˜Š,POSITIVE
Phenomenal but app keeps crashing since last update,NEGATIVE
"Waaaaay to many advertisements now, time for youtube! Used to be a great app, however the amount of adds is waaaaay to much.",POSITIVE
constantly freezes up,NEGATIVE
you cant go some where and listen to music without internet.,NEGATIVE
"skips, always. 4 or 5 commercials between tracks. difficult to play albums or sole artists.",NEGATIVE
Amazing free songs,POSITIVE
"Spotify is neither good or bad, it has a bunch of ads, but many and when I say many I mean heck ton of music from all kinds of creators, recommend.",POSITIVE
I've enjoyed ad-free music for a couple of years now. Haven't had any issues technically or otherwise.,POSITIVE
Fun.lots of entertainment.I just find the app to be great,POSITIVE
Good morning When I first got hooked up with Spotify love it to be truthful about it l just got to have it all day and GOD knows l need it..l listen to the new young Christian gospel song amen.good stuff..,POSITIVE
Edit: Doesn't play the song I've been linked to. What's the point of my friends sharing songs if I literally cannot listen to them? old: I got it so I could listen to songs my friend sends me. Five ads played and I gave up on waiting for them to be over and just searched the song on YouTube instead.,NEGATIVE
"Always add tunes I don't like!!! I'd rather use my data on stuff I like, not wasting it on deleting s... .on the verge of uninstalling the app!! I don't have broadband etc so really annoys meðŸ¤¬",POSITIVE
"I hate that it shuffles your music when you SEARCH for a specific song, the playlists that you make? Sure. But if I wanna listen to deviltown, can't I just listen to it? Instead of having to waste my skips on not being able to hear it.",NEGATIVE
The service is great! Just a suggestion about the shuffle of the songs many of them just repeats frequently without playing all the songs in playlist.. the algorithm may need some updates to identify songs already played. Thx.,NEGATIVE
Love the parcast podcasts!!,POSITIVE
"I love the playlist it creates for friends to share music, but it's very very buggy. It was adding random audio book chapters that neither of us had EVER listened to, nor had in our library. I genuinely thought someone had hacked my account and added random things! The offline mode just doesn't work. I have to turn my data on whenever I open the app until I get a podcast/downloaded music playing, then I can turn it off. Now I'm unable to search for anything online or offline ðŸ¤·ðŸ»â€â™€ï¸",NEGATIVE
Best music streaming,POSITIVE
"Excellent app, I've never not be unable to find a song or Album.",POSITIVE
Non stop adds.ITS STUPID,NEGATIVE
I would like to thank the team who launch spotify !* Like so so much good app to enjoy the music and podcastes are so amazing!!!!! i love it so much After geting the premium package from spotify i enjoy it more bcoz there is no intruption of ads and it allow to download the music and enjoy it while you are offline thats a good feature and yaa thats it :),POSITIVE
"Great app, absolutely love it...But needs to be advert free- and not a person in the world should need to pay to get rid of adverts.",NEGATIVE
Gets one star because I can't find a way to play playlists in order. Shuffle should not be the default and finding a way to play in order should not be so difficult.,NEGATIVE
It's an amazing app for music lovers like me. ads became less than before UI is also good but music recommendation is not satisfying. That's why I rated only 4 star.,NEGATIVE
I love spotify. But sometimes it doesmt show the play bar at the bottom of the screen or notification in my notification center which makes it super annoying to find out whats playing. I also cant pause or skip while that is happening. Ive talked to other people about it and the same thing happens to them.,NEGATIVE
"Well I've got 2 things to complain about. 1. There used to be this thing where you srarch up a song and you can listen to a fraction of it, now it's gone. If you wanna make sure its the song u want, or to just browse new songs, u have to play them individually, which makes it very uncomfortable. 2. There's no option to stop the app from playing SUGGESTED songs after it plays some of the playlist's. It's frustrating, becouse most of the suggested songs aren't my type at all.",NEGATIVE
Fantastic music app,POSITIVE
Stop putting random music thats not in my playlist even if my playlist is way over 15 music you keep putting random music that i don't like so really bad app pls fix it,NEGATIVE
"There are too many ads , which is really very disturbing!!!!",NEGATIVE
Music pauses randomly and I have Uninstalled and installed it 3 times. Paying for premium and still have these issues is unacceptable. Please fix asap! Thank you,NEGATIVE
I'm not able to play any song..app is crashing whenever I click on play,NEGATIVE
"Ive been a premium subscriber for the last 5 years, but I'm so fed up with the latest update, that I'm going to look for another music app instead. The shuffle feature can't be turned off and is so annoying when trying to play my albums. Then for some reason it's just added tracks into my albums, that I don't like and I can't remove them, so doubly annoying. I can't preview tracks, before downloading, so no idea if they are the ones I'm looking for or not? So many problems now ðŸ¤·ðŸ»â€â™€ï¸",NEGATIVE
Not sure if its just my phone but the app keeps randomly crashing and stopping songs every few minutes :(,NEGATIVE
Ahhhh this app randomly crashes and then it will not be useful to play any type of songs ...........it's very irritating,NEGATIVE
"Senior First timer! I can't afford premium rate...so I need to be more patient with the adds. I'm still learning how to use it and it's good , that in a way I can listen my favorite music and artists .It would be nice to include special rates to seniors ðŸ™‚. Thanks and Blessings ! Be Safe! Be nice!â¤ Granny ðŸ‘µ 67",POSITIVE
Group sessions sometimes don't work.,NEGATIVE
I love Spotify and have been using it for a few years now but there have been a few times when I'll go into the app and it'll say no internet connection so then I'll uninstall and reinstall it but now it's doing that to me and it's not even letting me reinstall the app.,NEGATIVE
Sometimes the 30m of ad free music dosent work and i get an ad right after it but other than that its ok,POSITIVE
It's not working properly it gets close and didn't work properly ads are too many,NEGATIVE
"Latest update and my ""now playing"" is missing and I am unable to skip songs or see what is playing.",NEGATIVE
"Used to have no problem playing any songs, but suddenly the app crashes everytime I started to click the play button! I have to restart my phone every once in a while due to this issue. Please fix it!",NEGATIVE
The mostly lovely music app i have ever seen. My weekly mixtapes always drive me crazy. Am in love ðŸ’•,POSITIVE
great app! The automix needs to be more creative in mixing the tracks though. its sounds bland for now but that will change in the near future. Maybe the next Spotify automix upgrade will be able to transition from track to track in ways that are imaginative and edgy! Like an artificial DJ. Can't wait!,NEGATIVE
"Absolutely love, this app. Listen to music not been on the app. Some Audio books and podcasts. Things for children and animals too",POSITIVE
Crashing after new update.. can't play songs (premium account) Android version 12 :( Waste money:(,NEGATIVE
"After I read other ppl review, I also encounter the same issue.. I can't open in my phone, clear cache, uninstall n reinstall, off n turn on, log in n log out.. all the possible steps to recover back the Spotify.. but it still fail to play the song after 2 seconds I play the song..",NEGATIVE
"This app worked fine for about a month, then after the update it stopped showing me my playlists so i can play a specific song, i reached out to the service email and havent gotten a word back yet. This money hungry company doesnt care about its consumers and breaks every five seconds. Until they reach out to me and fix the issue my rating will remain and i will no longer use this app.",NEGATIVE
Great Expeirience; I can also Appreciate the 30 minutes Free Listening after an AD it makes me want to at least check out the ad..Great Experience,POSITIVE
"Lovely gospel music,sound quality is amazing",POSITIVE
Can u put something where we can choose what we want to listen to instead of going through a play list,NEGATIVE
This is my go to when I'm looking to find new music similar to artists I â¤ï¸,POSITIVE
Best app for listening music,POSITIVE
Premium option is the best. Especially if you're like me from the older generation.,POSITIVE
"Why can't I get only liked songs from an artist anymore? It just plays any songs from the artist, even if I have put some in my liked songs. I used to be able to choose to listen only to the liked songs from an artist.... That's really not good. I don't know if it's a glitch....?",NEGATIVE
I love the way it shows the lyrics,POSITIVE
"This app is crashing on my IQOO Z5 Device after 4 -5 days of installation , please do something !",NEGATIVE
Music is always on in our house. Great variety.,POSITIVE
So far I love Spotify. Had great results so far.,POSITIVE
Great to find almost any artist but what I really like is the recommendations that Spotify makes. Much of my new favorite artists were recommended so good job!,POSITIVE
After this new update..when i trying to play songs itz app stopd wrking.,NEGATIVE
how can you not give the most legit music streaming app 5 stars?,NEGATIVE
Last 2 updates faulty. App can't play and keeps crashing.,NEGATIVE
It has become the most useless. No song has been playing for some days,NEGATIVE
I just buy premium and after that my Spotify cannot be use...I have try delete and download it back for 5 times and it still didn't work,NEGATIVE
It's Spotify. I have had a Premium account for forever. Great way to listen to music to decide whether to invest in a cd or lp or concert ticket. Updated score as popup ads are back.,NEGATIVE
"Its great but the only issue i have is you dont have the sleep timer option for ""end of queue""",NEGATIVE
My app is getting close every time I try to play any song plz fix it,NEGATIVE
"Not the worst but quite bad, sometimes one wants to only listen to the things they like, yet sometimes the app will ""recommend"" and will force you to listen to said ""recommendations"" and if you skip them, then it takes up the already limited skips one already have, so that is quite annoying, and also, whenever there is an ad, they will multiply by three so instead of one I have to listen to three ads before going back to my music. So yeah not the worst thing in the world but quite bad",NEGATIVE
Excelent selection and quality sound,POSITIVE
Every time I turn on on Spotify it keeps playing and won't turn off. I went into settings and it still won't stop,POSITIVE
Since music selection has little range ittle do,NEGATIVE
It's one of the best music apps,POSITIVE
PLS HELP ME ITS SO CONFUSING I CANT FIND ANYTHING AND WONT LET ME LISTEN TO THE PLAYLISTS I MADE!!!!,POSITIVE
Shuffle sucks. Everything else good,NEGATIVE
It's so good for listening musics and podcasts,POSITIVE
Melodious collection of song of different genres.,POSITIVE
No other streaming platform can compare love Spotify,POSITIVE
Unable to login. Stuck in an endless loop between emails and app. Uninstalled.,NEGATIVE
"I've been a premium user for years and I've been mostly happy with the app. I love the customized ""Made For You"" playlists and Wrapped at the end of the year. It is a great app for music discovery. I only wish they paid artists more.",POSITIVE
NOTHING TO SAY ABOUT THIS SPOTIFY APP JUST I LIKE SONGS,POSITIVE
